name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
NFT~T,@T65347520,CryptoSlam数据显示， #Azuki  系列NFT交易量在过去24小时内增长达到81.14%，登上今日交易量榜首，超过了 Bored   Ape   Yacht Club  ( #BAYC ) 和Mutant  Ape   Yacht Club 。 Meebits系列NFT交易量在24小时内增长1289%，目前排名第二。Mutant  Ape   Yacht Club 和 Bored   Ape   Yacht Club 的日交易量目前分别排三、四位,2022-03-25T09:14:26.000Z,,,2
Pixel Ape Bay,@Metafaze1,The  bored   ape   yacht club  is going above and beyond .in star Trek terms go where no man has gone before.,2022-03-25T09:14:14.000Z,,,1
Max,@crypterati,Madonna Just Joined The  Bored   Ape   Yacht Club  Thanks To MoonPay  https://   #pigmentoNFT   #nft   #eth,2022-03-25T09:13:08.000Z,,,2
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-25T09:11:01.000Z,,,2
Crypto Scoop,@cryptscp,#NFTNews  Madonna Just Joined The  Bored   Ape   Yacht Club  Thanks To MoonPay  https:// oined-the-bored-ape-yacht-club-thanks-to-moonpay/ …  NFTs:  http://,2022-03-25T09:10:05.000Z,,,1
NFT SHOW,@nftshownow,"GM/GA/GN Today, March 25th, Madonna has officially joined the list of  Bored   Ape   Yacht Club  NFT holders! The superstar revealed her digital asset via Twitter. In addition, she thanked the crypto trading platform MoonPay, which helped her make the…",2022-03-25T09:10:04.000Z,,,1
NFT,@_NFTZillion,Madonna Just Joined The  Bored   Ape   Yacht Club  Thanks To MoonPay,2022-03-25T09:10:03.000Z,,,1
Nft Mania,@NFT__MANIA,#NFTNews  Madonna Just Joined The  Bored   Ape   Yacht Club  Thanks To MoonPay  http://  Retweet    ,2022-03-25T09:10:03.000Z,,,1
JiaMiGou-CN,@jiamigou,CryptoSlam数据显示，Azuki系列NFT的交易量在过去24小时内增长达到81.14%，登上今日交易量榜首，超过了 Bored   Ape   Yacht Club  (BAYC) 和Mutant  Ape   Yacht Club 。Meebits系列NFT交易量在过去24小时内增长近1289%，目前排名第二。Mutant  Ape   Yacht Club 和 Bored   Ape   Yacht Club 的日交易量目前分别排三、四,2022-03-25T09:10:00.000Z,1,1,2
Kenneth Stokes,@Koolkennet,"What is NFT rarity?

In any given NFT collection, certain characteristics and traits are rarer than others. For example, in a collection of 10,000 unique  ape  NFTs by  Bored   Ape   Yacht Club  (BAYC), all NFTs are unique. However,...",2022-03-25T08:45:44.000Z,2,,4
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #5352 bought for Ξ128.42ETH ($401,107.03)
Floor Price: Ξ103ETH",2022-03-25T08:44:10.000Z,,1,6
Laban Johnson,@labanjohnson,"BAYC's $4 Billion Valuation - A Disagreement (316) -  http:// n-valuation-a-disagreement-316Yuga …  Labs gets $450 million, giving it a $4 billion dollar valuation. Robert is suspect whether the  Bored   Ape   Yacht Club  (BAYC) and CryptoPunks owner can drive that much value. Joe, of course, completely d...",2022-03-25T08:43:42.000Z,,,2
Trengible - Discover the nft trends,@Trengible," - KINGCOME just bought #5352 for 128.42 ETH ($400,938.80)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-25 08:42:13 (GMT 0)

Detail:  https:// lub/5352-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-5352 …",2022-03-25T08:43:13.000Z,,,1
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 128.42 ETH ($400938.8) 
Seller: agpg
Buyer: KINGCOME https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5352 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T08:42:51.000Z,,,2
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #5352 sold for 128.42 ETH (400.94K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5352 …,2022-03-25T08:42:50.000Z,,2,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #5352 sold for 128.42 ETH! ($401041.53)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5352 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/5352 … Rarity  5172/10000 #boredape    #bayc   #nft   #nanocube",2022-03-25T08:42:31.000Z,,2,2
PANews 中文 | Hiring,@PANewsCN,"CryptoSlam数据显示， @AzukiZen  系列  #NFT  的交易量在过去24小时内增长超过81%，登上交易量榜首，超过了 Bored   Ape   Yacht Club  (BAYC) 和Mutant  Ape   Yacht Club 。  @MeebitsDAO  系列NFT交易量则增长近1289%，目前排名第二。

Mutant  Ape   Yacht Club 和   @BoredApeYC   的日交易量目前分别排三、四位。",2022-03-25T08:39:44.000Z,,1,5
Gente Cosmopolita - Revista Digital,@gentecosmotv,"Bored   Ape   Yacht Club  recauda $450 millones, tras una semana de ApeCoin",2022-03-25T08:38:02.000Z,,,2
BiyaPay,@BIYAPAYOFFICIAL,"【3月25日消息】
CryptoSlam数据显示，Azuki系列  #NFT  的交易量在过去24小时内增长达到81.14%，登上今日交易量榜首。 Meebits系列NFT交易量在过去24小时内增长近1289%，目前排名第二。Mutant  Ape   Yacht Club 和 Bored   Ape   Yacht Club 的日交易量目前分别排三、四位。",2022-03-25T08:17:21.000Z,2,1,1
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 108.8888 ETH ($339960.63) 
Seller: Unnamed
Buyer: alexchennft https:// 0eda7647a8ab7c2061c2e118a18a936f13d/6288 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T08:17:11.000Z,,,1
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ23.3($72432.94) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T08:16:51.000Z,,1,3
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #6288 bought for Ξ108.8888ETH ($338,383.92)
Floor Price: Ξ103ETH",2022-03-25T08:13:14.000Z,,2,6
StevedaNews,@stevedanews,"Anime'den ilham alan bir NFT avatar koleksiyonu olan  #Azuki , son 24 saatte %140'ın üzerinde artışla Cuma günkü satış hacmi tablosunun zirvesine çıkarak  Bored   Ape   Yacht Club  (BAYC) ve Mutant  Ape   Yacht Club 'ı geride bıraktı.

Detaylar birazdan StevedaNews'te!",2022-03-25T08:12:24.000Z,,,12
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #6288 sold for 108.889 ETH (339.96K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/6288 …,2022-03-25T08:11:27.000Z,,2,2
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-25T08:11:00.000Z,1,1,2
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x891975] -> [0xb4aa65] NFT:  Bored   Ape   Yacht Club  #6288  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/6288 …  Price: 108.89 ETH ($340,818.62) Gas: 0.0091 ETH ($28.35) #BAYC   #boredapeyachtclub",2022-03-25T08:10:23.000Z,,,1
Crypto_Fanatics,@Crypto_Expertse,"Azuki Series NFT volume has increased by 81.14% in the last 24 hours to top today's volume chart, overtaking  Bored   Ape   Yacht Club  (BAYC) and Mutant  Ape   Yacht Club . Meebits Series NFT volume has increased by nearly 1,289% in the last 24 hours and now ranks second #BTC    #NowhereDAO",2022-03-25T08:00:23.000Z,,,3
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume Bored   Ape   Yacht Club : Ξ379.67 ($1,188,644.26)
CLONE X - X TAKASHI MURAKAMI: Ξ164.99 ($516,539.14)
Mutant  Ape   Yacht Club : Ξ47.00 ($147,144.31)
World of Women: Ξ27.05 ($84,686.25)
Cool Pets NFT: Ξ13.95 ($43,670.55)",2022-03-25T08:00:07.000Z,,2,7
Set in Block,@setinblock,Daily  #NFT   #nftart   #nfts NFT ID: 5965 Bored   Ape   Yacht Club,2022-03-25T08:00:02.000Z,1,,2
TokenMore Lab,@TokenMore,【Azuki系列、 Meebits系列NFT日交易量超过BAYC】金色财经消息，CryptoSlam数据显示，Azuki系列NFT的交易量在过去24小时内增长达到81.14%，登上今日交易量榜首，超过了 Bored   Ape   Yacht Club  (BAYC) 和Mutant  Ape   Yacht Club 。 Meebits系列NFT交易量在过去24小时内增长近1289%，目前排名第二。,2022-03-25T07:58:58.000Z,,,5
coinstirs,@coinstirs,"The concept of NFTs went far for digital arts, starting simply like Beeple’s ""Everydays - The First 5000 Days"" or  Bored   Ape   Yacht Club ’s unique digital collectibles. Now, It turned to utilities like avatar wearables and accessories for the metaverse.",2022-03-25T07:57:07.000Z,1,,1
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0xa33a04] -> [0x5f20ab] NFT:  Bored   Ape   Yacht Club  #7595  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/7595 …  Price: 105.27 WETH ($330,277.39) Gas: 0.0079 ETH ($24.83) #BAYC   #boredapeyachtclub",2022-03-25T07:55:18.000Z,,,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #7595 sold for 10.248341226894654 ETH! ($32081.20)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7595 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7595 … Rarity  8473/10000 #boredape    #bayc   #nft   #nanocube",2022-03-25T07:49:06.000Z,2,,5
charles himbo'grady,@gharlesochady,"My housemate came out of the shower right as  @broderick  said ""so  @imbadatlife , how much do you know about how  Bored   Ape   Yacht Club  NFT copyright works?"" and I just had to own that that was a topic of conversation I was genuinely listening to, so, thanks  @thecontentmines  ",2022-03-25T07:47:22.000Z,,,5
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ23.3($72979.33) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T07:46:47.000Z,,2,6
Crypto News,@EvlasievSerg,"#boredape    #moonpay   #nft Певица Мадонна приобрела NFT из коллекции  Bored   Ape   Yacht Club  (BAYC). Покупка токена за 180 ETH (~$556 000) выполнена через консьерж-службу инфраструктурного провайдера MoonPay.

Источник:    https:// -nft-iz-kollektsii-bored-ape-yacht-club-za-556-000/ …",2022-03-25T07:45:45.000Z,1,,8
NFT_Analyzer,@NFT_Analyzer,listing:  Bored   Ape   Yacht Club  #4157 - Ξ200,2022-03-25T07:40:56.000Z,,,2
Eye M. Abundance 369,@Level_Nr_9,listing:  Bored   Ape   Yacht Club  #7671 - Ξ105.9,2022-03-25T07:20:14.000Z,,,1
Cootie doodlie,@CootieDoodlie,listing:  Bored   Ape   Yacht Club  #7671 - Ξ105.9,2022-03-25T07:20:14.000Z,,,1
NFT_Analyzer,@NFT_Analyzer,listing:  Bored   Ape   Yacht Club  #7671 - Ξ105.9,2022-03-25T07:20:14.000Z,,,1
Z,@zgirl30,listing:  Bored   Ape   Yacht Club  #7671 - Ξ105.9,2022-03-25T07:20:14.000Z,,,1
Diamante Media,@media_diamante,"Madonna ‘Finally’ Enters The Metaverse: Buys  Bored   Ape   Yacht
Club  NFT For $470K    https:// onna-finally-enters-the-metaverse-buys-bored-ape-yacht-club-nft-for-470k/ …      #Diamante   #Blockchain   #DiamCircle",2022-03-25T07:20:00.000Z,,,1
La Crypto Monnaie,@LaCryptoMonnai1,Madonna a acheté un NFT de la collection  Bored   Ape   Yacht Club  pour 556 000 $,2022-03-25T07:19:36.000Z,,,1
La Criptomoneda,@LaCriptomoneda1,"Madonna compró un NFT de la colección  Bored   Ape   Yacht Club  por $ 556,000",2022-03-25T07:19:04.000Z,,,1
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [ dingleberryguy.eth] -> [ oojjoo.eth] NFT:  Bored   Ape   Yacht Club  #3231  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/3231 …  Price: 170 WETH ($533,363.32) Gas: 0.0074 ETH ($23.18) #BAYC   #boredapeyachtclub",2022-03-25T07:18:25.000Z,1,,2
Bitmic,@BitmicOfficial,"Bored   Ape   Yacht Club , Mutant  Ape   Yacht Club , and  Bored   Ape  Kennel Club are in hot demand right now due to the release of  APE . Hype is growing around further membership benefits and these # #NFTs  have become some of the most sought-after NFT collections out there.",2022-03-25T07:10:14.000Z,,1,3
Supreme Finance,@SupremeFinance2,"Bored   Ape   Yacht Club , Mutant  Ape   Yacht Club , and  Bored   Ape  Kennel Club are in hot demand right now due to the release of  APE . Hype is growing around further membership benefits and these # #NFTs  have become some of the most sought-after NFT collections out there.",2022-03-25T07:10:07.000Z,,,1
Delphine Guedj,@guedjdelphine,Le  Bored   Ape   Yacht Club  lève 450 millions pour créer un  #métavers  en  #NFT,2022-03-25T07:10:01.000Z,,,2
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ111     Bored   Ape   Yacht Club  (#9667)
Ξ24     Mutant  Ape   Yacht Club  (#2273)
Ξ23.2   Mutant  Ape   Yacht Club  (#3628) #bitFlyer   #NFTwomen   #NFTRarity   #Gabon",2022-03-25T07:09:03.000Z,,1,1
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-25T07:03:03.000Z,1,2,6
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-25T07:03:02.000Z,,2,5
News Caboodle,@newscaboodle,Why  Bored   Ape   Yacht Club  scares me,2022-03-25T06:32:07.000Z,,1,1
Jonathan Chan,@ChanPerco,"#NFT  : le  Bored   Ape   Yacht Club  lève 450 millions $ pour son metaverse.
Yuga Labs, créateur du projet NFT  Bored   Ape   Yacht Club , annonce une levée de fonds de 450 millions de dollars menée par Andreessen Horowitz, Animoca ou encore Coinbase via  @lebigdata_fr",2022-03-25T06:32:01.000Z,2,1,4
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #9667 bought for Ξ111ETH ($348,656.55)
Floor Price: Ξ103ETH",2022-03-25T06:30:08.000Z,,,6
DoodBot,@NewsCryptoBot,Ethereum Creator Vitalik Buterin: I Don’t Hate  Bored   Ape   Yacht Club  NFTs,2022-03-25T06:25:02.000Z,1,,1
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 111 ETH ($347378.94) 
Seller: MachiBigBrother
Buyer: 0xcafebabe_vault https:// 0eda7647a8ab7c2061c2e118a18a936f13d/9667 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T06:24:46.000Z,,,4
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #9667 sold for 111 ETH (347.38K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/9667 …,2022-03-25T06:24:43.000Z,1,1,1
Business News,@Busines65959783,Madonna ‘Finally’ Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For $470K | Benzinga,2022-03-25T06:22:19.000Z,,,1
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ23.2($72627.83) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T06:16:49.000Z,,1,4
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume Bored   Ape   Yacht Club : Ξ328.50 ($1,027,945.48)
Azuki: Ξ72.84 ($227,931.66)
Invisible Friends: Ξ49.85 ($155,983.30)
CLONE X - X TAKASHI MURAKAMI: Ξ46.89 ($146,728.66)
World of Women: Ξ39.75 ($124,373.58)",2022-03-25T06:00:09.000Z,,3,8
OKLink,@OKLink,Check out the rising and hot  #NFTs   Azuki  @AzukiZen    Mutant  Ape   Yacht Club   @RealMutantApeYC   Bored   Ape   Yacht Club    @BoredApeYC   #WAGMI2022 All it takes is one click   http://,2022-03-25T05:58:11.000Z,,,7
crypto&NFT&Metaverse news,@additionalrules,"NFT news.

Madonna 'Finally' Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For 0K - Benzinga - Benzinga 

  https:// currency/22/03/26291684/madonna-finally-enters-the-metaverse-buys-bored-ape-yacht-club-nft-for-470k …  #NFT   #BTC   #bitcoin   #money",2022-03-25T05:58:10.000Z,2,1,5
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $301k,2022-03-25T05:54:11.000Z,,,2
いいたかゆうた（2022年書籍数冊出版準備中）,@yutaiitaka,,2022-03-25T05:49:25.000Z,,,4
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ23.0($72024.96) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T05:46:50.000Z,,3,5
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $315k,2022-03-25T05:44:09.000Z,,,2
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $316k,2022-03-25T05:42:09.000Z,,1,3
To The Verge,@totheverge,Bored   Ape   Yacht Club  Has Launched Its Crypto #crypto   #NFT   #totheverge,2022-03-25T05:32:00.000Z,1,1,2
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $347k,2022-03-25T05:30:07.000Z,,3,3
Trengible - Discover the nft trends,@Trengible," - 0x980 just bought #105 for 114.5 ETH ($358,654.08)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-25 05:27:57 (GMT 0)

Detail:  https:// lub/105-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-105 …",2022-03-25T05:29:18.000Z,,,1
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #105 sold for 114.5 ETH (358.65K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/105 …,2022-03-25T05:28:39.000Z,1,4,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #105 sold for 114.5 ETH! ($359409.77)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/105 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/105 … Rarity  4415/10000 #boredape    #bayc   #nft   #nanocube",2022-03-25T05:28:28.000Z,,5,2
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $347k,2022-03-25T05:28:07.000Z,,3,3
NftBossAlert,@nftbossalert,"Collection:  Bored   Ape   Yacht Club  Bored   Ape   Yacht Club  was bought
Price: 109 ETH ($341426.15) 
Seller: MikeJonez
Buyer: Unnamed https:// 0eda7647a8ab7c2061c2e118a18a936f13d/213 …  #BAYC   #NFTSales   #NFTWhale",2022-03-25T05:15:04.000Z,,,1
BeInCrypto France,@BeInCrypto_FR,"Ja Rule a prédit un prix de 3 000 $ pour ApeCoin, une nouvelle cryptomonnaie destinée à la communauté  Bored  Apes  Yacht Club . #BoredApeYachtClub   #jarule   #apecoin   $APE    #cryptomonnaies   #actualités   #analyses",2022-03-25T05:15:00.000Z,4,,6
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #5539 sold for 105 ETH (328.90K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5539 …,2022-03-25T05:14:35.000Z,,,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #5539 sold for 105 ETH! ($330053.85)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/5539 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/5539 … Rarity  7653/10000 #boredape    #bayc   #nft   #nanocube",2022-03-25T05:14:31.000Z,,,3
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #213 sold for 109 ETH! ($342627.33)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/213 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/213 … Rarity  5651/10000 #boredape    #bayc   #nft   #nanocube",2022-03-25T05:14:30.000Z,1,1,3
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $419k,2022-03-25T05:14:05.000Z,,,1
Cootie doodlie,@CootieDoodlie,listing:  Bored   Ape   Yacht Club  #1590 - Ξ107.5,2022-03-25T04:28:02.000Z,,,1
NFT_Analyzer,@NFT_Analyzer,listing:  Bored   Ape   Yacht Club  #1590 - Ξ107.5,2022-03-25T04:28:02.000Z,,,1
John B. Sheldon,@JohnBSheldon,"ApeCoin is just the beginning:  Bored   Ape   Yacht Club  (  @BoredApeYC  ) has big plans to enter the  #metaverse , by Taylor Locke ( @itstaylorlocke ) and Marco Quiroz-Gutierrez ( @marcoquiroz10 ) in  @FortuneMagazine   https:// coin-bored-ape-yacht-club-metaverse/amp/ …",2022-03-25T04:25:15.000Z,,,1
Ad2x_0fficial,@Ad2x0fficial,"Trending on  #LunarCrush :

""Madonna ‘Finally’ Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For $470K’ | Benzinga"" via  @Benzinga Top coin mentions $ape   https://",2022-03-25T04:23:47.000Z,,,2
Roual Pal,@RoualPal,"Value of $400 now invested in these NFT projects at launch   Bored   Ape   Yacht Club : $309,000
Azuki: $49,500
Clone X:  $44,640
Doodles: $40,350
Neo Tokyo: $39,000
Cool Cats NFT: $25,500
CyberKongz: $16,500",2022-03-25T04:17:34.000Z,,,1
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ23.2($72704.16) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T04:16:50.000Z,,1,4
Crypto News Wire,@CryptoNewsWire1,Bored   Ape   Yacht Club  Maintains Status As Top Selling NFT After Yuga Merger,2022-03-25T04:14:15.000Z,,,2
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-25T04:11:01.000Z,,,2
Firefly,@firefly_sol,Thank you for joining the club. We are happy to have another memeber in the  bored   ape   yacht club,2022-03-25T04:10:45.000Z,,,2
TriggerTroy.Eth,@TriggerTroy_," NFT News Update: Madonna 'Finally' Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For $470K' - Benzinga - Benzinga: Madonna 'Finally' Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For $470K' -…  http://   , Follow, & RT  #NFT   #NFTcommunity   #Crypto",2022-03-25T03:59:02.000Z,,1,1
Mazen Meshref,@meshref_mazen,"Halo!!! Thanos snapping inactives' channels to free up more space next month. If you're interested, it's free, just hold one of the following:

1)  Bored   Ape   Yacht Club 2) Mutant  Ape   Yacht Club 3) Lazy Lions
4) Purrnelopes Country Club
5) Nuclear Nerds
6) 10KTF
7) Crypto Chicks",2022-03-25T03:57:38.000Z,,,5
NFT BUZZ,@NFTBuzz_media,,2022-03-25T03:48:24.000Z,,,3
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ23.2($72545.94) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-25T03:46:49.000Z,,,4
Max,@max61978,How the  Bored   Ape   Yacht Club  Became The Most Successful NFT Brand by  @mikisimlf,2022-03-25T03:36:52.000Z,1,1,3
GemBot,@0xGem,Gem Sweep! 20  Bored   Ape  Seeks  Yacht Club  #0 bought for 0.125 ETH  https:// 80eb0a7734aec932fc07f2e702adb7fc8d551af3ec827856c3a88f5 …,2022-03-25T03:35:31.000Z,,,1
,@I_ASTER_X,"Guys. Three years ago. Three years ago I bought BAYC. 
Alexa please google, “when did  Bored   Ape   Yacht Club  NFT release”",2022-03-25T03:32:43.000Z,2,,4
Firefly,@firefly_sol,"This is most unfortunate. But its okay, if you earn enough money investing in cryptographic-currencies, like I have, you can purchase a  bored   ape   yacht club  NFT to win her back~!",2022-03-25T03:32:00.000Z,,,2
DeanCorleone.eth,@Dean_Securities,Welcome to the  Yacht club !!,2022-03-25T03:31:52.000Z,,,2
Shainaz Sayed,@SayedShainaz,"Trending on  #LunarCrush :

""Madonna ‘Finally’ Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For $470K’ | Benzinga"" via  @Benzinga Top coin mentions $ape",2022-03-25T03:30:36.000Z,,,1
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-25T03:09:03.000Z,,9,7
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-25T03:09:02.000Z,,7,7
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x775490] -> [0x89f31e] NFT:  Bored   Ape   Yacht Club  #5789  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/5789 …  Price: 109 WETH ($340,280.15) Gas: 0.0137 ETH ($42.84) #BAYC   #boredapeyachtclub",2022-03-25T03:06:14.000Z,,,4
Hatem D.,@hatemdhiab,Madonna 'Finally' Enters The Metaverse: Buys  Bored   Ape   Yacht Club  NFT For $470K' $$ETH is this the top yet ? @BsiflingTrades   @GerberKawasaki   https:// currency/22/03/26291684/madonna-finally-enters-the-metaverse-buys-bored-ape-yacht-club-nft-for-470k#.Yj0uLxWFtVc.twitter …  # via  @Benzinga,2022-03-25T03:03:51.000Z,,,4
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0xccea8c] -> [0x2eecfb] NFT:  Bored   Ape   Yacht Club  #1590  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/1590 …  Price: 94 WETH ($293,674.44) Gas: 0.0138 ETH ($43.04) #BAYC   #boredapeyachtclub",2022-03-25T03:02:58.000Z,,,2
Selfie bareng itik#BRG,@reishi_aja,Bored   Ape   Yacht Club  (BAYC) selling like crazy amid otherwise sluggish NFT market,2022-03-25T03:02:39.000Z,,,3
一級市場錦鯉,@jinliaichimao,3月24日消息，足球明星内马尔（Neymar Jr）发推表示，期待很快推出自己的NFT系列。 此前消息，内马尔拥有两个 Bored   Ape   Yacht Club  NFT。他在数字代币和ENS地址上已经花费100多万美元。内马尔在推特展示其 Bored   Ape   Yacht Club  #6633，并将其更换为推特头像 @Neymar  Jr,2022-03-25T03:01:49.000Z,,,2
DanOliverDesign,@DanOliverTweets,"Bored  Man  Yacht Club 1 edition.
0.03 ETH
Value Pick of the Week!    #BAYC   #APE    https:// 21c31a0d46b5279700f9df786054aa5ee5:1341366 …   #rarible   #ethereum   #nonfungible   #digitalasset   #nft  via  @rarible",2022-03-25T02:25:48.000Z,1,4,3
YallaFintech,@FintechYalla,"Bored   Ape   Yacht Club  raises $450 million, one week after launching ApeCoin",2022-03-25T02:24:08.000Z,,,1
